"","userIDs","implementation","Line_ID","ChatGroup","content","group_id","RoleName","roomName","m_experimental_testing","m_making_design_choices","m_asking_questions","j_customer_consultants_requests","j_performance_parameters_requirements","j_communication","OutcomeScore","wordCount"
"11398","240","i",11401,"PSF","so did we decide on a fifth?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,7
"11399","243","i",11402,"PSF","So are you saying we should use 1.5 for prototypes 1-4 instead of 1.0?",4,"Player","Team designs batch using 1 material",0,1,1,0,0,0,4,14
"11400","239","i",11403,"PSF","yeah",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"11401","243","i",11404,"PSF","Ok. Based on the graph, that makes sense",4,"Player","Team designs batch using 1 material",0,0,0,0,1,0,4,8
"11402","242","i",11405,"PSF","i say we make 1-4 1.5%, and prototype #5 our favorite from 1-4 but with the 1.0",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,17
"11403","239","i",11406,"PSF","okay correct me if im wrong but fouling resistance is good?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,11
"11404","240","i",11407,"PSF","i was actually going to suggest that too joe so we can compare",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,13
"11405","239","i",11408,"PSF","I agree",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,2
"11406","242","i",11409,"PSF","im pretty sure thats right dave",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11407","243","i",11410,"PSF","Ok so which one from 1-4 are we gonna use again?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,11
"11408","239","i",11411,"PSF","yeah and that graph just basically says higher CNT percentage means better fouling resistance",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,14
"11409","242","i",11412,"PSF","okay so we have 1-4 done completely",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,7
"11410","239","i",11413,"PSF","I like the phase ones better",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11411","243","i",11414,"PSF","for 5, I say phase and negative charge",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,8
"11412","239","i",11415,"PSF","I agree",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,2
"11413","242","i",11416,"PSF","was just about to say that too",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,7
"11414","240","i",11417,"PSF","sounds good to me.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"11415","241","i",11418,"PSF","sounds good",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,2
"11416","242","i",11419,"PSF","okay so one last time.....",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,5
"11417","239","i",11420,"PSF","but my question is why would we ever use 1% over 1.5",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,12
"11418","239","i",11421,"PSF","waaaait hold up",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,3
"11419","242","i",11422,"PSF","1. phase, 1.5, steric",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"11420","239","i",11423,"PSF","sorry dont mean to delay this",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11421","242","i",11424,"PSF","2. phase 1.5 negative",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"11422","242","i",11425,"PSF","3. dry jet 1.5 steric",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,5
"11423","239","i",11426,"PSF","why are we using 1% like there's nothing thats better about it than a slightly less cost",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,17
"11424","242","i",11427,"PSF","4. dry jet 1.5 neg charge",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11425","242","i",11428,"PSF","5 phase 1.0 negatvie charge",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,5
"11426","242","i",11429,"PSF","everyone good with those being 1-5",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11427","240","i",11430,"PSF","just to compare data",4,"Player","Team designs batch using 1 material",1,0,0,0,0,0,4,4
"11428","243","i",11431,"PSF","Yeah that works",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,3
"11429","239","i",11432,"PSF","but we already have the data..",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11430","241","i",11433,"PSF","good",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"11431","240","i",11434,"PSF","not from the prototypes we just made as a whole. its supposed to collect data of the efficiency of each i believe",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,22
"11432","240","i",11435,"PSF","and then we're going to have to pick the one we feel best i think is what is going to happen",4,"Player","Team designs batch using 1 material",0,1,0,0,0,0,4,21
"11433","242","i",11436,"PSF","if the cost decrease is more benefitial to our product than that extra 0.5% cnt we want that as an option",4,"Player","Team designs batch using 1 material",0,0,0,0,1,0,4,21
"11434","239","i",11437,"PSF","okay thats fine then",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,4
"11435","239","i",11438,"PSF","why dont we do one with hydrophilic",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,7
"11436","239","i",11439,"PSF","it reduces fouling and is cheap AF",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,7
"11437","239","i",11440,"PSF","wanna change 5 to PSF, VDP, and 1.5%",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,8
"11438","239","i",11441,"PSF","VDP has higher flux than the other two and is in the middle for flux",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,15
"11439","239","i",11442,"PSF","but its the most expensive",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,5
"11440","239","i",11443,"PSF","and then throw hydrophilicty onto that one",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,7
"11441","242","i",11444,"PSF","im good with that if everyone else is",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,8
"11442","239","i",11445,"PSF","I honestly dont see why were using dry jet for any of these",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,13
"11443","239","i",11446,"PSF","besides cost?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,2
"11444","239","i",11447,"PSF","can we just meet in person",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11445","240","i",11448,"PSF","im already done and turned in my stuff.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,8
"11446","240","i",11449,"PSF","so i dont know what i would do. hah",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,9
"11447","239","i",11450,"PSF","okay",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"11448","239","i",11451,"PSF","well should i submit mine with your thoughts in mind or just submit what everyone else has?",4,"Player","Team designs batch using 1 material",0,1,1,0,0,0,4,17
"11449","239","i",11452,"PSF","^",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"11450","227","i",11453,"PSF","You should submit the same batch that your team decided on.",4,"Mentor","Team designs batch using 1 material",0,0,0,0,0,0,4,11
"11451","240","i",11454,"PSF","how do you add the batch as an attachment. i cant find it.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,13
"11452","240","i",11455,"PSF","nevermind. it just wasnt showing up.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11453","240","i",11456,"PSF","did anyone get the second one yet.?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,7
"11454","240","i",11457,"PSF","oh wait i have to wait for you guys. nevermind. hah",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,11
"11455","239","i",11458,"PSF","can i use your guys final prototypes?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,7
"11456","240","i",11459,"PSF","yeah.",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,1
"11457","240","i",11460,"PSF","use the finals made by victoria",4,"Player","Team designs batch using 1 material",0,0,0,0,0,0,4,6
"11458","240","i",11461,"PSF","why dont i have the second one already.?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,8
"11459","240","i",11462,"PSF","im looking at my friends and its almost the exact same. what are we supposed to do differently about.?",4,"Player","Team designs batch using 1 material",0,0,1,0,0,0,4,19
"11460","240","i",11463,"PSF","that was last time. im okay.",4,"Player","Individual analysis of first batch",0,0,0,0,0,0,4,6
"11461","242","i",11464,"PSF","So what did everyone think?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,5
"11462","227","i",11465,"PSF","Now that your team has received the batch results, was it a successful trial?",4,"Mentor","Individual analysis of first batch",0,0,1,0,0,0,4,14
"11463","240","i",11466,"PSF","so what should we be discussing.? just hat they prototypes results are.?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,12
"11464","239","i",11467,"PSF","We shoulda tested prototypes with more differing features",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,8
"11465","239","i",11468,"PSF",":(",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11466","227","i",11469,"PSF","Yes. Specifically compare and analysis your results for each design.",4,"Mentor","Reflection team discussion of first batch results",1,0,0,0,0,0,4,10
"11467","240","i",11470,"PSF","i think that they were pretty successful. and i agree with dave.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,12
"11468","240","i",11471,"PSF","we prbably should have had a little diversity so we could see some influence",4,"Player","Reflection team discussion of first batch results",0,1,0,0,0,0,4,14
"11469","242","i",11472,"PSF","agreed but I think what we did was still beneficial",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"11470","239","i",11473,"PSF","i thought either 1 or 3 was the best",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11471","242","i",11474,"PSF","protoypes 4 and 3 were the best in my opinion",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"11472","240","i",11475,"PSF","i was also going to say 3 and 4",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11473","242","i",11476,"PSF","keeping cost in the middle and then having flux and marketability be equal trade offs",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,15
"11474","240","i",11477,"PSF","1 isnt bad though. close third",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,6
"11475","239","i",11478,"PSF","I guess it just matters what the consultants think",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11476","241","i",11479,"PSF","yeah im leaning more towards 3 just for the marketability.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"11477","239","i",11480,"PSF","1 is like my baby prototype so i'm a little emotionally invested",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,12
"11478","227","i",11481,"PSF","What did you discover about the design problem?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,8
"11479","241","i",11482,"PSF","and you did a great job with it David",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11480","239","i",11483,"PSF","hahahhaa",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11481","239","i",11484,"PSF","I mean  wish we had been able to explore affest of processes like Vapor Deposition",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,15
"11482","239","i",11485,"PSF","which also has mad reliability",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"11483","240","i",11486,"PSF","i think our PSF just has a weak blood cell reactivivity to begin with because that is the only thing held constant in all and it never changes",4,"Player","Reflection team discussion of first batch results",1,0,0,0,1,0,4,28
"11484","239","i",11487,"PSF","yeah that was weird",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,4
"11485","239","i",11488,"PSF","i mean any manufacturing effect had pretty high reactivity and the CNT had no effect on it",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,17
"11486","242","i",11489,"PSF","agreed, thats a problem we cant get around though, I say we focus and agree on what is the most important attribute that changes with our different prototypes",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,28
"11487","242","i",11490,"PSF","whats the most important characterisitic",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"11488","243","i",11491,"PSF","Which ones are we deciding between? Sorry my laptop wouldn't connect to the internet",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,14
"11489","227","i",11492,"PSF","What do you know now that you didn't before about how different design choices affect the properties of a device?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,20
"11490","242","i",11493,"PSF","it appears as though 1,3,and 4",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,6
"11491","239","i",11494,"PSF","It just matters how many meet the consultants preferences and standards",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,11
"11492","240","i",11495,"PSF","i would say either surfactant or CNT %",4,"Player","Reflection team discussion of first batch results",0,1,0,0,0,0,4,8
"11493","240","i",11496,"PSF","is that what you were asking or no.?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,8
"11494","242","i",11497,"PSF","phase manufacturing results in a flux of 21",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,8
"11495","243","i",11498,"PSF","What's wrong with #2? It had the highest flux",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,9
"11496","242","i",11499,"PSF","and dry jet results in a flux of 17",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11497","239","i",11500,"PSF","what we would need to tinker with in order to change certain categories",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,13
"11498","239","i",11501,"PSF","and we now have quantitative numbers to compare to what the consultants say",4,"Player","Reflection team discussion of first batch results",1,0,0,0,0,0,4,13
"11499","240","i",11502,"PSF","definately the CNT% changes reliability",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"11500","243","i",11503,"PSF","I think we need to take into account reliability and flux the most when choosing the design",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,17
"11501","242","i",11504,"PSF","dry jet manufacturing yeilds a higher reliability than phase",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11502","239","i",11505,"PSF","so i feel like we now know what we should have tested and what we need to do in order to try to meet specifications of the consultants",4,"Player","Reflection team discussion of first batch results",0,1,0,1,0,0,4,28
"11503","239","i",11506,"PSF","I mean I don't think we have any information to say what category we can value most",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,17
"11504","240","i",11507,"PSF","i thought prototype three would have been more expensive than it is.",4,"Player","Reflection team discussion of first batch results",0,1,0,0,0,0,4,12
"11505","240","i",11508,"PSF","that sounds right to me",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"11506","227","i",11509,"PSF","How did you decide on the 5 devices that you just received results for?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,14
"11507","242","i",11510,"PSF","agreed jerrid, i thought the sterics would be at least $100",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,11
"11508","239","i",11511,"PSF","sounds goo justin",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,3
"11509","239","i",11512,"PSF","dry jet is 10 bucks cheaper than PI",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,8
"11510","240","i",11513,"PSF","picking between the best surfactants and processes there were. and than we wanted to keep the CNT % at the best percentage to boost reliabilty",4,"Player","Reflection team discussion of first batch results",0,1,0,0,0,0,4,25
"11511","241","i",11514,"PSF","do we think that any of the costs are so far apart that we should make our decision based on that?",4,"Player","Reflection team discussion of first batch results",0,1,1,0,0,1,4,21
"11512","239","i",11515,"PSF","we decided on them by specifying around a couple specifics of the prototypes and varied them slightly in order to measure change",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,22
"11513","227","i",11516,"PSF","Why did you choose these devices?",4,"Mentor","Reflection team discussion of first batch results",0,1,1,0,0,0,4,6
"11514","239","i",11517,"PSF","I mean I think we should make this call based 100% just based on how many qualifications meet specifications of consultants",4,"Player","Reflection team discussion of first batch results",0,1,0,1,0,0,4,21
"11515","242","i",11518,"PSF","agreed",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11516","239","i",11519,"PSF","Because they are what we thought would deliver the best results",4,"Player","Reflection team discussion of first batch results",0,0,0,0,1,0,4,11
"11517","240","i",11520,"PSF","i agree. if they dont pass the design it will never make it on the market.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,16
"11518","239","i",11521,"PSF","which we thought because we took each individual component we liked best and second best and kinda mashed em all up in different combinations",4,"Player","Reflection team discussion of first batch results",0,0,0,0,1,0,4,24
"11519","240","i",11522,"PSF","^^ on point",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,3
"11520","241","i",11523,"PSF","which designs meets each of our individual consultants perimeters?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,9
"11521","241","i",11524,"PSF","for me the best two are 1 and 3.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11522","240","i",11525,"PSF","i think all of them meet the minimum and maximum but some vary with if they meet the preferred or not",4,"Player","Reflection team discussion of first batch results",1,0,0,0,0,0,4,21
"11523","243","i",11526,"PSF","Ok well the clinical engineer's threshold was atleast 17 flux and less than 75 for blood reactivity. And all the prototypes met that",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,23
"11524","239","i",11527,"PSF","thats what the whole notebook was on",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,7
"11525","227","i",11528,"PSF","What role did the requests of the internal consultants play in deciding which prototypes to test?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,16
"11526","239","i",11529,"PSF","Eh we didn't really consider them much because we didn't have much data to compare to the consultants desires",4,"Player","Reflection team discussion of first batch results",1,0,0,1,0,0,4,19
"11527","240","i",11530,"PSF","i dont think we really thought of that. we were just trying to get informatoin on what changed compared to what",4,"Player","Reflection team discussion of first batch results",1,0,0,0,0,0,4,21
"11528","242","i",11531,"PSF","my consultant would agree with all prototypes CNT% and puts a stress on higher reilability",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,15
"11529","239","i",11532,"PSF","I mean we weren't given much data besides that of the processes",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,12
"11530","242","i",11533,"PSF","which sort of fits all of them",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,7
"11531","239","i",11534,"PSF","our numbers for surfactants had little scientific meaning",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,8
"11532","242","i",11535,"PSF","thats what Michelle Proctor",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,4
"11533","242","i",11536,"PSF","said",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11534","240","i",11537,"PSF","we didnt have the data to know what affected what so we could take them into consideration until now.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,19
"11535","239","i",11538,"PSF","I mean i did it for each consultant so i kinda have it all right here",4,"Player","Reflection team discussion of first batch results",0,0,0,1,0,0,4,16
"11536","241","i",11539,"PSF","so Joe for you the two best would be 4 and 3?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,1,0,4,12
"11537","242","i",11540,"PSF","correct.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11538","239","i",11541,"PSF","lets just go through each category and the standards and preferences",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,11
"11539","239","i",11542,"PSF","i did all the consultants so i can just read it off",4,"Player","Reflection team discussion of first batch results",0,0,0,1,0,0,4,12
"11540","240","i",11543,"PSF","i change my vote to 1 and 3",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,8
"11541","240","i",11544,"PSF","for besy",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,2
"11542","240","i",11545,"PSF","best",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11543","241","i",11546,"PSF","mine is also 1 and 3",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,6
"11544","243","i",11547,"PSF","I agree between 1 and 3",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,6
"11545","243","i",11548,"PSF","But cost could be an issue",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,6
"11546","239","i",11549,"PSF","For reliability, all of ours meet all standards, but the preference of being at or greater than 9 hours by Alan DuChamp prefers 3",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,24
"11547","242","i",11550,"PSF","yes",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11548","240","i",11551,"PSF","i would agree.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,3
"11549","241","i",11552,"PSF","i concur",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,2
"11550","240","i",11553,"PSF","thats kind of why i switched to 1 instead of 4",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,11
"11551","239","i",11554,"PSF","yeah and 3 has a cost that is below the preference of being below 95$ per unit by duchamp",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,19
"11552","239","i",11555,"PSF","so thats kinda two strikes for number one",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,8
"11553","240","i",11556,"PSF","but its okay with cost for everyone else",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,8
"11554","239","i",11557,"PSF","and we see for flux the highest anyone prefers is above 17 and all of ours do that",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,18
"11555","240","i",11558,"PSF","we cant just judge off one consultant",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,7
"11556","239","i",11559,"PSF","no guys i literally did all consultants for my notebook",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"11557","239","i",11560,"PSF","i compared each attribute to each preference",4,"Player","Reflection team discussion of first batch results",1,0,0,0,0,0,4,7
"11558","241","i",11561,"PSF","and 3 was the best?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,5
"11559","239","i",11562,"PSF","yeah",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11560","243","i",11563,"PSF","What is wrong with prototype 4? Low cost and high reliability",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,11
"11561","242","i",11564,"PSF","I agree with #3",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,4
"11562","241","i",11565,"PSF","ok well that works for me how about everyone else?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,10
"11563","240","i",11566,"PSF","i also agree with 3",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"11564","239","i",11567,"PSF","4 has lower marketability and lower cost",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,7
"11565","239","i",11568,"PSF","otherwise its the same as 3",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,6
"11566","239","i",11569,"PSF","neither would allow us to meet a preference for a consultant",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,11
"11567","239","i",11570,"PSF","we already meet the preference of being less than 95$ for both of them",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,14
"11568","239","i",11571,"PSF","and marketability has a preference of being over 550,000 units",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"11569","243","i",11572,"PSF","Oh ok",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,2
"11570","243","i",11573,"PSF","#3 works for me then",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,5
"11571","239","i",11574,"PSF","and I say if we can improve a weak area like marketability we should do that rather than improve something that already meets preference",4,"Player","Reflection team discussion of first batch results",0,1,0,0,0,0,4,24
"11572","242","i",11575,"PSF","couldnt agree more",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,3
"11573","240","i",11576,"PSF","i agree with that.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,4
"11574","239","i",11577,"PSF","we good can we do the notebook now justin?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,9
"11575","240","i",11578,"PSF","i think so. we did everything alex said to do.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,10
"11576","241","i",11579,"PSF","Good job team!",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,3
"11577","227","i",11580,"PSF","Soon, you will be switching teams and sharing your design experience with your new teams. What do you plan to bring to your group?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,24
"11578","227","i",11581,"PSF","Soon, you will be switching teams and sharing your design experience with your new teams. What do you plan to bring to your group?",4,"Mentor","Reflection team discussion of first batch results",0,0,1,0,0,0,4,24
"11579","239","i",11582,"PSF","idk bro",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,2
"11580","239","i",11583,"PSF","Love",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11581","240","i",11584,"PSF","hopefully some good prototypes.",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,4
"11582","239","i",11585,"PSF","Hugs",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11583","227","i",11586,"PSF","Just a reminder that this is the last time you will be meeting with your current team. Next time you will be in your new design teams! You may have a new design advisor in your new team, I'm glad I had the opportunity to work with all of you though!",4,"Mentor","Reflection team discussion of first batch results",0,0,0,0,0,0,4,51
"11584","240","i",11587,"PSF","it has been real justin.! and all of you. hope you life your next team.!!",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,15
"11585","240","i",11588,"PSF","do we only have one notebook this week.?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,8
"11586","227","i",11589,"PSF","Yessir.",4,"Mentor","Reflection team discussion of first batch results",0,0,0,0,0,0,4,1
"11587","240","i",11590,"PSF","wow. great way to end this group.!",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,7
"11588","227","i",11591,"PSF","Okay everyone, that concludes our discussion.",4,"Mentor","Reflection team discussion of first batch results",0,0,0,0,0,0,4,6
"11589","227","i",11592,"PSF","Thanks for participating in the team meeting. Don't forget to submit your write-up to Alex.",4,"Mentor","Reflection team discussion of first batch results",0,0,0,0,0,0,4,15
"11590","240","i",11593,"PSF","i would",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,2
"11591","242","i",11594,"PSF","i think this is our last run team :'(",4,"Player","Reflection team discussion of first batch results",0,0,0,0,0,0,4,9
"11592","240","i",11595,"PSF","i thought last time was.?",4,"Player","Reflection team discussion of first batch results",0,0,1,0,0,0,4,5
"11593","227","i",11596,"PAM","Hello interns! Please get started on your latest task from Alex, and let me know if you have any questions.",5,"Mentor","Introduction and Workflow Tutorial with Entrance Interview",0,0,0,0,0,0,4,20
"11594","244","i",11597,"PAM","Justin? I can't get the interview to load past the question that requires drawing ovals and connecting relationships.",5,"Player","Introduction and Workflow Tutorial with Entrance Interview",0,0,1,0,0,0,4,18
"11595","244","i",11598,"PAM","And I've been refreshing for the past 30 minutes.",5,"Player","Introduction and Workflow Tutorial with Entrance Interview",0,0,0,0,0,0,4,9
"11596","244","i",11599,"PAM","It worked! Don't know exactly what happened.",5,"Player","Introduction and Workflow Tutorial with Entrance Interview",0,0,0,0,0,0,4,7
"11597","245","i",11600,"PAM","where is the formatting example for citations?",5,"Player","Background research on dialysis",0,0,1,0,0,0,6,7
"11598","246","i",11601,"PAM","Yeah I'm not exactly sure how they want us to cite the internal nephrotex sources",5,"Player","Background research on dialysis",0,0,0,0,0,0,4,15
"11599","245","i",11602,"PAM","yeah and our design advisor never posted a formatting example...",5,"Player","Background research on dialysis",0,0,0,0,0,0,6,10
